"","SP09-1935 JA","SP01-1399 JA","SP10-1808 JA","T002235 FFPE","SP01-2474/2 JA","T061117-3 FFPE","T001803 FFPE","SP10-2529 JA","SP09-00448 JA","SP01-1096 JA","T100080-4 FFPE","T022833 FFPE","SP04-1732 JA","SP00-5875 JA","T960067 FFPE","T022120 FFPE","T061532-2 FFPE","SP10-1007 JA","T080803-6 FFPE","95-11-P018 SN1 BSDNA","95-11-P018 SP1 BSDNA","93-10-3403 SP3","96-04-P033 SP1","T010889 BSDNA","T980548-1 BSDNA","95-08-P248","T090396-2 BSDNA","95-04-P093","95-06-P073","T990-515-1 BSDNA","95-07-P029 SP1 BSDNA","96-02-P402 BSDNA","96-04-P009 SP5","94-09-2902 SP1","95-08-P418","93-05-6301 SP3","95-08-P250","T021134-1 BSDNA","95-01-P045","95-01-5401 SP1 BSDNA","95-08-P358","95-08-P243","T00203P-2 BSDNA","95-10-P864 BSDNA","94-03-1902 SP2 BSDNA","96-02-P046","95-07-P004","95-08-P043 BSDNA","94-12-P065 BSDNA","T030486-1 BSDNA","T012369-1 BSDNA","T001585-1 BSDNA","95-01-5401 SN1 BSDNA","T000086-1 BSDNA","93-05-6301 SN2","T030521-1 BSDNA","T002020-1 BSDNA","T010722-4 BSDNA","T020949 BSDNA","94-06-3702 SN1 BSDNA","95-09-P113","95-12-A091","94-11-P036","96-02-P050 SP1","95-12-P310 SP1 BSDNA","96-02-P004 SP2 BSDNA","96-02-P012 SP1","95-08-P340 BSDNA ","95-12-P310 SN1","94-04-1903 SP1","96-04-P017 SP1","95-08-P284","95-10-P044 SP2 BSDNA","96-04-P029 SP1","94-11-P037 BSDNA","96-06-G032 SP1","95-08-P318 BSDNA","94-11-V046","94-08-P018 BSDNA","94-09-P003 BSDNA","94-03-1902 SN2","95-11-P306 SP1","95-08-P313 BSDNA","95-08-P271","91-04-A132","95-09-P067","94-10-P003 SP1","95-05-G051 SP1","96-02-P067 SP3","95-08-P415 BSDNA","95-05-G051 SN1","96-04-P023 SP BSDNA","T020755","T001798 Frozen","T010164","T012619","T021211","T000966 Rep","T022614","T000966","T980907","T010736","T980805","T012688","T970159"
"BSG_P211_R",0.05819572,0.07463235,0.06401173,0.06521501,0.04282081,0.06194582,0.06499387,0.03635789,0.08269408,0.03795661,0.0751274,0.08584931,0.06362177,0.06941931,0.06097795,0.08518807,0.05378303,0.06834546,0.3331422,0.03404568,0.04724426,0.06398681,0.03912825,0.1733132,0.04680015,0.03104802,0.03199739,0.04166998,0.08427536,0.03395824,0.02768348,0.03933103,0.0734043,0.0584023,0.04806618,0.0846605,0.0611829,0.04520191,0.06092812,0.05791824,0.08033742,0.04993622,0.06610079,0.0416543,0.1019286,0.05732676,0.2503324,0.0507363,0.1022388,0.04881516,0.04850626,0.03796613,0.2330742,0.0473196,0.03342391,0.1287496,0.05698559,0.052634,0.06372797,0.06185396,0.05805729,0.06309722,0.1040546,0.07755411,0.05136342,0.08049531,0.2038715,0.07142798,0.1200754,0.1118644,0.1822063,0.06527618,0.07416195,0.1284368,0.330457,0.05783225,0.07796057,0.02653816,0.2874371,0.05671424,0.06742061,0.05696339,0.05214341,0.0487778,0.04840726,0.06184469,0.08187041,0.1642294,0.02948167,0.02906837,0.03894338,0.06159224,0.0876031,0.08637983,0.06072551,0.06865416,0.1201546,0.2999524,0.07946487,0.266908,0.06462589,0.06571909,0.0751612,0.06039774,0.05390384
"C20orf47_P225_R",0.06852173,0.08632866,0.07894942,0.08353234,0.06870333,0.1333616,0.0968114,0.05902371,0.1333439,0.05590408,0.0922863,0.1035073,0.07758231,0.1255135,0.09103823,0.1133622,0.06112478,0.1097723,0.1138775,0.03794455,0.05541432,0.07884711,0.0597697,0.2887244,0.06001928,0.06980476,0.05050449,0.04749412,0.03918041,0.04416907,0.0337434,0.05080147,0.091083,0.1203826,0.1110689,0.1145425,0.08961666,0.07947101,0.07751365,0.07417607,0.06752423,0.08839934,0.05653099,0.05075221,0.09208801,0.08441031,0.09084606,0.08599369,0.105506,0.0764218,0.08214717,0.07331336,0.07696534,0.06400874,0.05562231,0.09499338,0.07853772,0.09467993,0.08064178,0.09682617,0.08477557,0.08661199,0.08998888,0.1325774,0.07414665,0.06054425,0.06001485,0.07245844,0.100005,0.08998575,0.07715419,0.1010015,0.07989435,0.09806226,0.1105881,0.1125469,0.05132358,0.05741076,0.1099239,0.09648719,0.07671605,0.07313523,0.0864915,0.1208245,0.114536,0.08593068,0.07965605,0.1052659,0.05556899,0.06036694,0.1418344,0.07978135,0.08893343,0.101148,0.1037763,0.07275754,0.08992313,0.1060817,0.1337526,0.1174397,0.1221921,0.1152512,0.1095256,0.09670627,0.1024672
"C4B_E171_F",0.484085,0.5867459,0.5629154,0.32501,0.4647157,0.6943727,0.6932835,0.3442839,0.5302052,0.5209908,0.5391937,0.5550183,0.2864936,0.6414272,0.6711195,0.5336972,0.4949633,0.5732196,0.558823,0.1954745,0.3084043,0.3602465,0.6346352,0.133972,0.1782639,0.6212227,0.1612631,0.2197647,0.3524573,0.4519543,0.2463494,0.4890109,0.3483668,0.5184448,0.555927,0.5335254,0.5575598,0.1803265,0.3849736,0.5059013,0.4939398,0.680445,0.2256048,0.4983953,0.5857647,0.6682649,0.6881222,0.6954392,0.6424636,0.2747386,0.255935,0.4854268,0.434222,0.3134322,0.3032371,0.4036897,0.3489354,0.29409,0.7311913,0.426117,0.5909269,0.4441921,0.6578014,0.5234236,0.6072279,0.5303537,0.5305489,0.6753315,0.5487627,0.5760396,0.3920768,0.5724393,0.6395189,0.5098846,0.5486088,0.4434825,0.5093855,0.4184127,0.5485672,0.5905375,0.423065,0.5146602,0.2903546,0.6219601,0.5813363,0.5812735,0.395816,0.65426,0.3442524,0.2278928,0.2386066,0.7500781,0.5856036,0.332633,0.3631832,0.5043277,0.3968279,0.6452412,0.5997401,0.6597955,0.5177155,0.4548479,0.6062596,0.7241797,0.2877513
"C4B_P191_F",0.7994393,0.8076755,0.8136593,0.7670596,0.6488221,0.8639827,0.8654445,0.7540173,0.7348556,0.8190156,0.7968581,0.7181962,0.6137769,0.8411058,0.654408,0.7977774,0.8006829,0.8605518,0.8568578,0.5207403,0.6782815,0.7139371,0.8696195,0.2092717,0.7455468,0.8921905,0.7674771,0.7618788,0.7932757,0.827282,0.6934401,0.8288816,0.7935022,0.8295993,0.8459687,0.8327208,0.8785722,0.8024337,0.8831577,0.8816844,0.9013092,0.932762,0.6794641,0.8662544,0.8122444,0.8798054,0.869736,0.891326,0.8952052,0.7425286,0.810495,0.8475078,0.775961,0.7697555,0.7048106,0.8284813,0.8420842,0.7992401,0.9245338,0.8235835,0.8633416,0.8774799,0.8792762,0.8665013,0.9022545,0.8591464,0.780363,0.8801013,0.8282288,0.8509163,0.7529527,0.9054109,0.8637187,0.8276823,0.8836842,0.8436806,0.8785666,0.7574863,0.8270731,0.9095924,0.8308751,0.8382614,0.8387676,0.8836629,0.9010698,0.8922749,0.6954447,0.8765461,0.8395447,0.5365364,0.3525344,0.8852094,0.8032563,0.6561469,0.7393665,0.7694126,0.7654296,0.8450427,0.8169085,0.8456768,0.820905,0.8012789,0.860554,0.908865,0.6860788
"CALCA_E174_R",0.7839944,0.8298261,0.7543314,0.07727228,0.4160157,0.5354812,0.6010057,0.6877239,0.3127295,0.8143141,0.1027775,0.07739404,0.1869943,0.2686622,0.09212019,0.1064565,0.7225302,0.7989701,0.1038736,0.1408726,0.1635452,0.3330628,0.07850076,0.1799206,0.04713107,0.3185732,0.08759303,0.0767091,0.05119836,0.05262825,0.04153506,0.8170095,0.1134918,0.4049488,0.4405541,0.3489307,0.7759086,0.1720774,0.8364242,0.8752914,0.8064524,0.3546841,0.1546984,0.8310465,0.1551239,0.8575137,0.1682994,0.09027063,0.1745706,0.1100661,0.1032636,0.1435613,0.1440205,0.1460371,0.07880491,0.1794766,0.103602,0.08143342,0.3218117,0.2772896,0.1235846,0.1291971,0.1200394,0.1302248,0.858726,0.1230385,0.1531193,0.817644,0.1215554,0.1540862,0.1495051,0.1339176,0.6196959,0.1715329,0.3044309,0.3490911,0.1858228,0.04515253,0.1669658,0.1972482,0.1380499,0.09131756,0.1357644,0.6148669,0.2159692,0.1361676,0.1936293,0.3677271,0.1026152,0.04961197,0.1082908,0.255771,0.1467828,0.1068635,0.2237321,0.1320056,0.1867965,0.1839356,0.4404683,0.1721074,0.2421898,0.2195144,0.1037367,0.2295198,0.09834565
"CALCA_P171_F",0.6334839,0.6440892,0.5676976,0.2075704,0.3983583,0.5594673,0.557834,0.4549996,0.4038625,0.6476235,0.5962071,0.2719854,0.3083487,0.572362,0.4259721,0.4180118,0.6375538,0.6768659,0.5971338,0.1754534,0.2426704,0.3803092,0.134952,0.2232288,0.1575218,0.4106622,0.1761099,0.1364115,0.08901539,0.08915829,0.1076794,0.6381724,0.4374028,0.4290816,0.4882283,0.3636304,0.6182984,0.2707624,0.6446587,0.6910804,0.6571221,0.4446697,0.2289637,0.6409556,0.2466733,0.7375308,0.4476017,0.3320122,0.407272,0.2185057,0.3657695,0.2337548,0.285159,0.2192266,0.2876908,0.2959988,0.2571678,0.2098422,0.5357333,0.3226928,0.2418305,0.3337097,0.2866553,0.2972393,0.7343332,0.2156962,0.4287271,0.6253812,0.380427,0.3359872,0.2248137,0.2366563,0.5473107,0.3390321,0.4177464,0.4504187,0.346922,0.3666568,0.386966,0.4365195,0.298705,0.2921495,0.2695984,0.5539195,0.3726305,0.2903554,0.2603418,0.5188102,0.1587429,0.2464318,0.200773,0.5081755,0.2851782,0.2284699,0.2532534,0.1812733,0.2848695,0.3811374,0.505239,0.4323236,0.4309887,0.3888744,0.3680412,0.4561912,0.2026421
"CALCA_P75_F",0.532242,0.6185755,0.5343941,0.06228149,0.06862372,0.1473521,0.0650982,0.3184288,0.1908378,0.6498177,0.07800045,0.06276493,0.08059314,0.1403391,0.07261936,0.2398819,0.424142,0.4929531,0.05901541,0.03148632,0.06526991,0.08690844,0.03185711,0.1584714,0.05024587,0.06740149,0.0552687,0.05715489,0.03603449,0.04160425,0.02924599,0.6075986,0.08634969,0.1139399,0.1582801,0.1153288,0.4212032,0.0654979,0.6765281,0.6626573,0.518854,0.0890727,0.06480318,0.6423203,0.09481806,0.7253752,0.1140201,0.08411293,0.1182331,0.07922218,0.08696955,0.07798193,0.05711957,0.0443493,0.0373091,0.07309252,0.0750563,0.08829039,0.1032213,0.1275222,0.06674143,0.09220634,0.07092901,0.08536973,0.6447907,0.04667867,0.06191932,0.5659101,0.08549009,0.09153933,0.09262377,0.07673796,0.2993215,0.1058818,0.115624,0.1107368,0.07145955,0.02851605,0.0714499,0.1055705,0.07105523,0.06614434,0.08990955,0.1527631,0.06053634,0.07878038,0.07105746,0.1690618,0.03776171,0.03505106,0.04705372,0.09326084,0.07269959,0.06060782,0.06699188,0.05227735,0.0785228,0.1113226,0.1488119,0.1124315,0.1043613,0.1789432,0.07193311,0.1525802,0.07541664
"CAPG_E228_F",0.5920244,0.5591218,0.6927294,0.06966926,0.3050529,0.3925359,0.3635514,0.4737433,0.4602903,0.4968995,0.1008404,0.4609885,0.1785653,0.7319127,0.7257394,0.4281359,0.5705362,0.7128947,0.4111785,0.1661922,0.3278503,0.2823816,0.7931662,0.2739693,0.6835476,0.1052536,0.7548025,0.6459228,0.0291254,0.7205928,0.5102532,0.6021648,0.4975682,0.422525,0.2939762,0.6120257,0.6044019,0.7950829,0.6926122,0.6472328,0.8210563,0.09565064,0.6863409,0.5275968,0.7623541,0.7286202,0.6997706,0.8148746,0.5837718,0.8512862,0.8290234,0.7543595,0.5955957,0.7615269,0.6913774,0.7967344,0.7359061,0.8259164,0.1514127,0.4077323,0.828764,0.7384369,0.7296187,0.8024199,0.5841944,0.5253129,0.4031351,0.341347,0.6963624,0.701622,0.661784,0.639394,0.3997872,0.7273981,0.646171,0.5415406,0.3171999,0.4511678,0.3956718,0.6646508,0.7605775,0.7081806,0.8388852,0.5092605,0.822597,0.7851131,0.8270383,0.4305379,0.7465293,0.7407624,0.35204,0.2210136,0.558548,0.6275933,0.7007204,0.3137932,0.7781452,0.6071954,0.6029391,0.6039798,0.7257037,0.7065045,0.6380151,0.283307,0.747477
"CARD15_P302_R",0.6404722,0.6625175,0.728636,0.1175061,0.163557,0.06006216,0.5026529,0.4751999,0.3024719,0.7202104,0.08110835,0.4242747,0.05463831,0.6832091,0.4728698,0.6502565,0.12315,0.6561531,0.0826327,0.06009096,0.1702183,0.1929251,0.8464194,0.1681978,0.3341184,0.4910919,0.1798271,0.3384453,0.5128997,0.6589803,0.2218418,0.6880857,0.3753801,0.1829329,0.3278964,0.3444344,0.7082324,0.2517345,0.6540093,0.5665777,0.7678522,0.5894315,0.1765569,0.6007519,0.7463083,0.6715335,0.6949452,0.8454893,0.5401554,0.3732296,0.4057633,0.539812,0.3528516,0.2697538,0.2512403,0.4488331,0.3432103,0.1189163,0.1750862,0.2509414,0.8484674,0.507085,0.5560682,0.7545711,0.6500157,0.5742963,0.5072612,0.6232238,0.3150758,0.4772076,0.3377263,0.6210055,0.3356551,0.4105751,0.5889105,0.1488686,0.1959614,0.2325078,0.1850369,0.1392011,0.3918566,0.4064155,0.6274163,0.6958291,0.7842775,0.6494552,0.7650596,0.7071437,0.6560967,0.1955902,0.1430797,0.09457638,0.2620545,0.3987211,0.1557707,0.1982275,0.1525222,0.2767332,0.3333574,0.2927453,0.2762463,0.2031651,0.5162902,0.06224171,0.1838384
"CARD15_P665_F",0.65579,0.6440304,0.6068077,0.1476919,0.3295436,0.3551595,0.4894052,0.6252765,0.6312259,0.6535922,0.5980519,0.6363229,0.248356,0.764966,0.6036006,0.3443159,0.3491991,0.7603015,0.304358,0.5285541,0.5211304,0.4492052,0.7283038,0.2399058,0.7366459,0.600471,0.7910304,0.5347263,0.4948978,0.6839276,0.4276521,0.6925082,0.7149268,0.6147894,0.6166366,0.6104811,0.7177378,0.8283209,0.7173471,0.6529154,0.6366112,0.7270485,0.7493032,0.5595726,0.7754967,0.7539868,0.7700292,0.7142876,0.7680253,0.8435638,0.8554276,0.8061322,0.7159392,0.8293306,0.7159134,0.853184,0.82739,0.8741195,0.3967871,0.7607337,0.7929621,0.7350067,0.7827782,0.7629873,0.77861,0.7654952,0.5906069,0.6469787,0.804796,0.7881022,0.7167044,0.7687932,0.5710396,0.7513243,0.7865396,0.6216413,0.415845,0.2356248,0.4758397,0.6661942,0.8071288,0.7960387,0.856239,0.684427,0.7687427,0.8158215,0.774573,0.7935727,0.6574039,0.7750917,0.3976442,0.4308527,0.6514755,0.725774,0.7950826,0.6356932,0.832284,0.6895286,0.736527,0.6834707,0.7613582,0.8010111,0.7785189,0.4346728,0.8209404
"CASP10_E139_F",0.1244227,0.1012732,0.1759386,0.06662609,0.0882035,0.1432619,0.2617182,0.09088964,0.2403097,0.05768257,0.1173798,0.0883956,0.07924847,0.1644521,0.08202285,0.2138914,0.07375821,0.1579308,0.1411074,0.1002878,0.1142178,0.1368395,0.6960364,0.1972724,0.07551252,0.05258675,0.069814,0.08344752,0.4646929,0.6546645,0.1629826,0.06545108,0.1523716,0.1625374,0.1266281,0.1368902,0.1160674,0.1612605,0.1412331,0.1925092,0.1140737,0.07671785,0.09785394,0.1016659,0.6884556,0.2097042,0.4549541,0.8330391,0.547483,0.2159976,0.1515756,0.4403091,0.2730198,0.1329454,0.1239944,0.114503,0.1585732,0.2164715,0.08484078,0.095915,0.7457741,0.3286703,0.3811757,0.6309129,0.09648212,0.6114443,0.1946956,0.09057657,0.4327967,0.474825,0.1040465,0.5514782,0.1332003,0.4667124,0.2107449,0.179869,0.2690408,0.09581736,0.08417302,0.1219582,0.09377055,0.143794,0.1694404,0.137376,0.649409,0.4697188,0.6901754,0.1592977,0.1604874,0.09679908,0.1281621,0.2279864,0.4049222,0.274565,0.1755978,0.2567981,0.1744998,0.4674261,0.1773623,0.5170791,0.164632,0.1968105,0.4387611,0.09830418,0.1362813
"CASP10_P186_F",0.06191548,0.05040408,0.07991261,0.06118788,0.0479343,0.07202345,0.1399608,0.0578675,0.09813508,0.04009727,0.3837968,0.07696207,0.08291898,0.155573,0.06547247,0.08112331,0.05270362,0.1396781,0.08075646,0.08252241,0.03491772,0.07120192,0.8223789,0.3036734,0.1095984,0.04103199,0.1151288,0.04013456,0.4210822,0.6594902,0.2825814,0.05061061,0.08150007,0.0776416,0.07106137,0.0676928,0.08880123,0.1592012,0.06540004,0.1067184,0.06005935,0.04466036,0.08331492,0.04797633,0.7187271,0.1961163,0.1923715,0.817968,0.3383179,0.1456764,0.2219081,0.4194344,0.2508338,0.1402787,0.116334,0.1644967,0.1728277,0.2823806,0.1203524,0.1596461,0.8078148,0.1211182,0.3991852,0.7600721,0.09523828,0.389887,0.1234812,0.07582282,0.5099991,0.3801076,0.09885914,0.3854873,0.08781146,0.4379541,0.1216122,0.1077282,0.1253377,0.03861352,0.0921615,0.09867248,0.1297928,0.08654276,0.1236764,0.06842624,0.7907385,0.2318704,0.7175054,0.1131427,0.0469055,0.1258006,0.1364765,0.1445316,0.1693761,0.1844982,0.2523049,0.1058985,0.1887827,0.3736273,0.1048926,0.3362778,0.1229423,0.1913593,0.2219195,0.06126132,0.1679509
"CASP10_P334_F",0.1179594,0.08702447,0.4100879,0.4392027,0.2245277,0.08602258,0.08370768,0.1125593,0.3179895,0.09878366,0.08233437,0.06340428,0.1482598,0.2535711,0.6178622,0.3110839,0.06670145,0.3126998,0.4903598,0.1593846,0.2430529,0.3999312,0.8066053,0.1473899,0.1167723,0.08236369,0.1088293,0.08598101,0.488735,0.6734388,0.2772594,0.07956195,0.2177524,0.4065435,0.3438216,0.3002901,0.08136306,0.2324138,0.153315,0.2196355,0.1419305,0.1115561,0.1726337,0.1106103,0.6334661,0.1588855,0.5925561,0.8431517,0.3620892,0.273839,0.2020475,0.5279179,0.3398391,0.1663846,0.205934,0.3289373,0.1871093,0.2509852,0.09617742,0.2526144,0.8042328,0.2687768,0.2930287,0.7212594,0.06975652,0.4353724,0.3464323,0.1089782,0.4474277,0.4347753,0.1159241,0.5035887,0.1305396,0.4640204,0.2296265,0.4085976,0.2289971,0.1578809,0.1774035,0.1304373,0.1834016,0.1972806,0.2817794,0.1863621,0.7610334,0.3020595,0.7351679,0.3751782,0.1698007,0.0957413,0.1207087,0.1795629,0.2513132,0.2657943,0.2183142,0.2318109,0.2104963,0.4226673,0.3877427,0.476817,0.2515201,0.3130011,0.3775939,0.2353201,0.2505351
"CASP2_P192_F",0.06968337,0.05810153,0.08144086,0.06436147,0.04599173,0.07671644,0.08997974,0.04306215,0.09774575,0.05416122,0.08900032,0.1011733,0.05349844,0.09526544,0.06628742,0.08511785,0.05884654,0.09053731,0.08327281,0.0353549,0.07009627,0.08666895,0.06161245,0.02926348,0.05170506,0.06173943,0.07138636,0.06489003,0.06057904,0.06529858,0.03371126,0.06410053,0.07679576,0.08844198,0.09501433,0.1224509,0.1012187,0.06935701,0.09826957,0.1356391,0.1037491,0.06771811,0.07090953,0.04879813,0.0954673,0.1361565,0.1034344,0.1074241,0.09919947,0.1183132,0.08506148,0.08784049,0.1517478,0.04727219,0.04008954,0.06581039,0.08807474,0.1404966,0.07450743,0.1329926,0.09880514,0.08707359,0.1164548,0.09545302,0.1314058,0.06798018,0.05250316,0.09276415,0.0971189,0.1026248,0.07787091,0.08878201,0.09252606,0.09930967,0.09902312,0.08640796,0.06407537,0.04244624,0.04742009,0.08466341,0.08821496,0.09815144,0.09769068,0.111861,0.09064192,0.1112237,0.0892408,0.09180243,0.0688073,0.05695011,0.03596198,0.07314792,0.07172062,0.06449974,0.08978155,0.05696016,0.1240406,0.1027291,0.08556805,0.1176712,0.09700686,0.08358713,0.1426726,0.08614083,0.0873183
"CASP3_P420_R",0.04680507,0.04912311,0.0700504,0.07350828,0.05018575,0.1130993,0.06902453,0.04266356,0.08725475,0.04933535,0.08111409,0.06655762,0.07764182,0.0963321,0.06232876,0.07638111,0.0456345,0.07243517,0.06488988,0.0303601,0.03768911,0.0485516,0.04833607,0.3284416,0.04968672,0.03903496,0.05653674,0.04190622,0.04108497,0.04121788,0.03402833,0.05182181,0.09189022,0.06853839,0.08052125,0.08608685,0.07804716,0.05811376,0.09209415,0.08516116,0.09068833,0.0641133,0.05585756,0.04506482,0.08766513,0.08660083,0.1024993,0.0571209,0.09143797,0.05912117,0.08916119,0.0841969,0.05990371,0.0426169,0.04233918,0.06294647,0.06453993,0.05126866,0.08663779,0.09242001,0.07603852,0.0839514,0.0591451,0.07736403,0.06870478,0.04535333,0.04006522,0.09503391,0.09625667,0.05320254,0.07847458,0.0734546,0.07815235,0.08598687,0.0751494,0.08677864,0.04476859,0.06089214,0.1279459,0.1052444,0.0782716,0.07080669,0.08193748,0.1243456,0.06777023,0.09432502,0.08437452,0.07283556,0.05061916,0.03563369,0.1778372,0.0651383,0.06088259,0.1052531,0.0953534,0.04155856,0.06761045,0.08681957,0.07500317,0.09281559,0.08747406,0.08524197,0.07030313,0.06610939,0.06722015
"CASP6_P201_F",0.05815453,0.06314235,0.07367678,0.06417561,0.05473876,0.07689685,0.07647746,0.05882795,0.1435391,0.05694327,0.101112,0.09808959,0.06843825,0.1136751,0.07695486,0.105091,0.06052785,0.07653285,0.09841015,0.04135381,0.06764824,0.07742504,0.07820802,0.1183709,0.07286156,0.04796765,0.06419063,0.05005631,0.04659552,0.04070631,0.03003878,0.05576397,0.1062083,0.09004031,0.1155212,0.1073671,0.1217456,0.1173522,0.1096705,0.1252496,0.09521978,0.07294116,0.06700754,0.06852718,0.1099968,0.1508392,0.1316398,0.1181728,0.1002566,0.1024931,0.0956614,0.09051019,0.1376625,0.05880252,0.06887125,0.1218508,0.105675,0.1239507,0.1052031,0.1484517,0.1185738,0.1035418,0.08252827,0.1003276,0.1231778,0.05795553,0.04242148,0.111109,0.07566138,0.1356938,0.1002659,0.1198709,0.1395326,0.09136901,0.1103256,0.1059272,0.0727113,0.02980276,0.04164931,0.09497073,0.09768277,0.1143745,0.1352681,0.1218607,0.115346,0.1028349,0.1025328,0.1085207,0.0548185,0.05119149,0.04538608,0.1157615,0.07994024,0.07210536,0.1324254,0.05314974,0.1044267,0.1438067,0.1120948,0.1290335,0.106235,0.09391358,0.09424935,0.1191947,0.1042309
"CASP6_P230_R",0.07477318,0.08350381,0.1024144,0.07977811,0.06899277,0.1248012,0.1357951,0.05745261,0.09763672,0.05600301,0.1168519,0.1204417,0.06505129,0.1428809,0.1057055,0.1184094,0.08478621,0.1286792,0.1175872,0.06629902,0.06709875,0.08793654,0.08956269,0.1965903,0.05917893,0.06481683,0.07200963,0.04847941,0.04193949,0.05277796,0.04170867,0.08632132,0.08016743,0.1139229,0.117284,0.1418644,0.09808877,0.1163597,0.1178579,0.1242503,0.109244,0.0768578,0.0574133,0.07167739,0.09809402,0.1011289,0.1149525,0.1164399,0.1184083,0.09324388,0.118679,0.09263861,0.1137033,0.09768983,0.09041696,0.1363945,0.108421,0.1180669,0.1321318,0.1248692,0.1103737,0.1118299,0.1193924,0.1065793,0.1188372,0.09100056,0.06266879,0.1373693,0.1321657,0.1353828,0.1122189,0.1213279,0.1104602,0.1131686,0.1119204,0.1339372,0.08005552,0.05210087,0.1215726,0.1208327,0.1062795,0.1116629,0.08962514,0.1206251,0.1146679,0.1298647,0.1031831,0.09828562,0.08524503,0.1122913,0.1636872,0.1310193,0.08276065,0.1127495,0.1353413,0.06565864,0.09955154,0.1106257,0.1156576,0.1475448,0.1565937,0.1049291,0.1177767,0.1200033,0.1275029
"CASP8_E474_F",0.4843691,0.7047387,0.5842514,0.0741526,0.2286926,0.4127668,0.2958554,0.4757481,0.3590608,0.1483433,0.6134405,0.7352806,0.1693823,0.6786438,0.5863137,0.1101428,0.3484828,0.6673036,0.1358466,0.5402372,0.1938012,0.2152963,0.6927652,0.1555081,0.5957056,0.1523479,0.5281994,0.4778001,0.4710644,0.2155067,0.4612435,0.2714115,0.565209,0.3575336,0.3393192,0.4587853,0.5560281,0.6774613,0.6068672,0.4774293,0.6396598,0.1858907,0.4937075,0.5719085,0.7188734,0.4832322,0.6530978,0.6695039,0.615611,0.6656907,0.6568357,0.567939,0.5774974,0.5378235,0.6254014,0.6962155,0.5698817,0.7237643,0.2321696,0.5865595,0.6711616,0.5888663,0.5880871,0.6529276,0.2853241,0.5907138,0.3112795,0.4372353,0.6846253,0.6689047,0.5644257,0.6417035,0.3727292,0.5559596,0.515768,0.3758905,0.2877228,0.5144033,0.1336192,0.5048382,0.6089321,0.6254801,0.2793581,0.4746994,0.6042576,0.6467289,0.5575136,0.4057527,0.4609448,0.4982874,0.3296864,0.3215877,0.6086811,0.5500216,0.6013798,0.4377724,0.7556582,0.6122696,0.5220004,0.6144937,0.6287321,0.6511248,0.7558648,0.3183678,0.6554698
"CAV1_P130_R",0.07551824,0.07301259,0.08457977,0.07453889,0.1128411,0.165934,0.1513607,0.05864897,0.1327836,0.06465592,0.1036305,0.145408,0.07964789,0.1362679,0.08508059,0.1292703,0.06594695,0.1025149,0.43193,0.0497143,0.05249342,0.08280423,0.07987945,0.1305475,0.1111894,0.07999998,0.0899285,0.06184741,0.06279515,0.07978722,0.06145146,0.07760665,0.1546207,0.1565079,0.1428287,0.155236,0.1184927,0.1002553,0.1224893,0.1190552,0.1199124,0.1299104,0.07253226,0.06114202,0.1432375,0.09682362,0.1511894,0.1064406,0.1022681,0.1687363,0.1265628,0.1435236,0.1206314,0.1086876,0.05653226,0.1144231,0.1160211,0.1262188,0.1323741,0.2635103,0.1202826,0.1416557,0.1334432,0.1588357,0.1158708,0.07924563,0.06218542,0.1078304,0.1173219,0.1276095,0.1111104,0.1333388,0.1468769,0.1457099,0.1219927,0.1709621,0.08776749,0.07146008,0.1365424,0.1222086,0.1542085,0.1103518,0.1324674,0.1047655,0.1956659,0.1377918,0.1711017,0.1240918,0.09212977,0.05863447,0.1601001,0.09214257,0.09913976,0.109983,0.1483056,0.06552824,0.1074312,0.1753979,0.1367508,0.1317668,0.1647512,0.1152036,0.1202154,0.09215534,0.1346029
"CAV1_P169_F",0.0830587,0.07972585,0.1248904,0.2635886,0.2875057,0.2451358,0.193563,0.07318108,0.2501131,0.06731806,0.2785667,0.3082987,0.116919,0.167936,0.1067563,0.284995,0.2028062,0.1170523,0.2640169,0.07011731,0.129098,0.1743327,0.07857772,0.2165349,0.09925845,0.1809302,0.09337974,0.0607492,0.04816009,0.05794798,0.04846684,0.07829601,0.2185158,0.2115206,0.2495213,0.2527332,0.1201696,0.1095857,0.139024,0.1060212,0.1173225,0.2487803,0.09851729,0.05412306,0.1792277,0.11153,0.1463428,0.1214468,0.1372555,0.1199544,0.1166924,0.1224772,0.1177819,0.09086547,0.06809465,0.1326039,0.1060468,0.07718536,0.2826263,0.2020342,0.1136053,0.1928615,0.1650064,0.1661027,0.111277,0.1117936,0.1094026,0.1467104,0.1744552,0.1383227,0.1790249,0.1627363,0.1909428,0.1641785,0.2101171,0.1980261,0.1302368,0.05409645,0.1389923,0.1645224,0.1330119,0.161031,0.1546751,0.174153,0.08783039,0.1188559,0.203686,0.1817366,0.07021913,0.09234138,0.06634683,0.2239797,0.1047247,0.08369415,0.1387257,0.07172186,0.1584276,0.1582668,0.1944951,0.1824745,0.1841147,0.1747717,0.1417265,0.2365755,0.08130835
