"","91-04-A132","93-05-6301 SN2","93-05-6301 SP3","93-10-3403 SP3","94-03-1902 SN2","94-04-1903 SP1","94-09-2902 SP1","94-10-P003 SP1","94-11-P036","94-11-V046","95-01-P045","95-04-P093","95-05-G051 SN1","95-05-G051 SP1","95-06-P073","95-07-P004","95-08-P243","95-08-P248","95-08-P250","95-08-P271","95-08-P284","95-08-P358","95-08-P418","95-09-P067","95-09-P113","95-10-P864 SP1","95-11-P018 SP2","95-11-P306 SP1","95-12-A091","95-12-P310 SN1","96-02-P012 SP1","96-02-P046","96-02-P050 SP1","96-02-P067 SP3","96-02-P402 SP1","96-04-P009 SP5","96-04-P017 SP1","96-04-P029 SP1","96-04-P033 SP1","96-06-G032 SP1"
"hsa_miR_130b",14.7,62,33.1,28,16.2,20.5,1,69.3,11.6,116.6,38.2,1,1,11.9,1,14.5,20.6,50.3,2.5,72.1,1,78.4,9.4,3.3,15.5,6.4,23.4,15.9,7.6,37.4,16.7,8.3,8,6,1,12.7,1,56.5,1,1
"hsa_miR_1247",1,62,7.2,24.4,30.1,28.3,1,42.9,4.1,1,223,20.6,1,10.6,1,17.6,9.7,5.7,2.5,94.8,1,171.4,11.9,14.3,1.8,86.1,1,12.7,1,33.4,4.3,17.7,34.7,18.3,21.1,1.8,1,72.6,1,1
"hsa_miR_33b",1,86.2,9.8,63.9,16.2,26.3,1,139.7,7.9,116.6,31.1,1,1,11.9,1,1,14,62.5,1,57,4.6,70.3,14.5,8.8,8.6,15.5,5.3,47.3,11.3,53.5,27.3,1,31.9,11.5,1,1,1,51.2,1,1
"hsa_miR_492",1,45.9,30.5,78.3,37.1,22.4,10.5,25.3,23,148.4,70.2,1,1,31,1,1,1,50.3,1,57,29.1,62.2,17,30.9,51.9,8.7,9.3,59.9,1,61.5,36.2,8.3,17.9,8.7,1,14.1,1,67.3,1,1
"hsa_miR_147",1,110.4,25.3,49.5,40.6,22.4,4.7,78.1,4.1,132.5,95.1,1,1,6.8,1,6.6,7.5,13.8,1,57,13.6,33.9,22.1,10.7,47.4,10.9,13.3,34.7,13.2,89.6,9.6,1,22.1,1,1,12.7,1,88.8,1,1
"hsa_miR_514",1,110.4,27.9,56.7,33.6,26.3,2.7,113.3,19.2,1,66.6,1,1,5.5,1,9.7,18.4,46.3,2.5,140.2,9.7,25.8,29.8,23.5,26.9,29.2,23.4,50.5,24.5,65.5,50.3,10.2,26.3,21.1,1,15.4,1,78,1,1
"hsa_miR_1181",1,126.6,17.5,42.4,23.1,12.6,6.6,78.1,9.1,132.5,16.8,1,1,13.1,1,1,20.6,50.3,1,72.1,4.6,54.1,22.1,8.8,1,26.9,3.3,15.9,1,57.5,18.5,7.4,9.4,7.4,1,10,1,94.1,1,1
"hsa_miR_378",1,126.6,27.9,31.6,26.6,6.8,11.5,95.7,1.5,108.6,59.5,1,1,9.3,1,1,27.1,21.9,1,49.4,1,37.9,9.4,25.4,56.5,6.4,23.4,44.2,1,53.5,16.7,11.1,6.6,17,1,30.4,1,61.9,1,1
"ebv_miR_BART8",1,78.2,22.7,67.5,33.6,24.4,14.4,95.7,15.4,68.8,38.2,1,1,14.4,1,1.8,22.7,42.2,1,64.6,12.3,46,32.3,18,15.5,20,13.3,15.9,9.5,53.5,9.6,1,16.4,3.3,1,10,1,72.6,1,1
"hsa_miR_2054",1,70.1,35.6,42.4,37.1,20.5,3.7,78.1,2.8,132.5,38.2,1,1,18.2,1,16,11.8,26,7,57,4.6,66.3,14.5,8.8,26.9,17.8,23.4,44.2,15.1,57.5,22,1,15,11.5,1,3.1,1,67.3,1,1
"hsa_miR_362_5p",1,70.1,17.5,67.5,30.1,6.8,15.4,51.7,5.3,108.6,52.4,1,1,9.3,1,11.3,9.7,46.3,1,79.7,11,29.8,14.5,10.7,38.3,4.1,1,12.7,18.9,29.4,11.4,5.6,5.2,8.7,1,7.2,1,72.6,1,1
"hsa_miR_144",1,86.2,17.5,38.8,16.2,10.7,1,69.3,11.6,172.2,45.3,1,1,4.2,1,8.1,16.2,5.7,4,102.4,13.6,66.3,14.5,1,17.7,22.3,1,28.4,1,61.5,14.9,1,2.4,1,1,1,1,51.2,1,1
"hsa_miR_886_5p",1,78.2,12.4,74.7,23.1,32.2,1,60.5,10.4,212,31.1,1,1,6.8,1,1,3.1,34.1,1,57,7.1,42,1.7,10.7,8.6,17.8,1.3,25.3,1,57.5,7.9,1,10.8,1.9,1,1,1,83.4,1,1
"ebv_miR_BART17_5p",1,70.1,9.8,31.6,44.1,8.7,1,113.3,2.8,164.3,6.2,1,1,4.2,1,5,7.5,9.7,1,110,5.9,86.5,17,8.8,24.6,13.2,5.3,25.3,7.6,41.5,9.6,1,9.4,1,1,4.5,1,61.9,1,1
"hcmv_miR_US5_2",1,158.9,20.1,38.8,26.6,22.4,1,95.7,4.1,1,70.2,1,1,19.5,1,5,7.5,34.1,19.1,102.4,22.7,78.4,27.2,14.3,24.6,31.4,1.3,37.9,26.4,73.5,7.9,1,16.4,1.9,1,1,1,94.1,1,1.5
"hsa_miR_95",1,86.2,40.8,60.3,9.2,32.2,9.5,34.1,4.1,1,31.1,1,6.1,20.8,1,9.7,7.5,42.2,1,110,14.9,82.4,1.7,7,29.1,8.7,1.3,22.2,15.1,53.5,14.9,1,22.1,23.8,1,10,9.9,56.5,1,1
"hsa_miR_626",1,45.9,38.2,28,19.7,24.4,5.6,86.9,15.4,92.7,66.6,1,1,15.7,1,22.4,1,21.9,1,49.4,9.7,86.5,27.2,7,8.6,33.7,1,25.3,7.6,73.5,37.9,1.8,3.8,10.1,1,3.1,1,88.8,1,6.1
"hsa_miR_653",1,78.2,38.2,38.8,26.6,16.5,1,104.5,4.1,156.3,45.3,1,1,6.8,1,5,29.3,42.2,2.5,79.7,3.3,50.1,19.6,7,15.5,4.1,15.3,22.2,17,29.4,9.6,1,10.8,6,1,11.3,1,99.5,1,1
"hsa_miR_382",1,37.8,9.8,13.6,9.2,10.7,6.6,16.5,1,1,70.2,15.2,1,33.5,36.8,42.9,1,13.8,2.5,57,9.7,17.7,1,32.7,1.8,15.5,7.3,9.6,17,33.4,6.1,19.5,13.6,36.2,1,16.8,9.9,29.7,1,1
"hsa_miR_1244",1,45.9,22.7,38.8,51,28.3,4.7,51.7,1,140.4,41.7,1,1,18.2,1,1,9.7,54.4,1,79.7,9.7,33.9,4.3,3.3,24.6,20,3.3,34.7,17,81.6,11.4,1,6.6,12.9,1,3.1,1,78,1,1.5
"hsa_miR_1297",1,110.4,22.7,24.4,44.1,20.5,1,42.9,7.9,156.3,41.7,1,1,11.9,1,1,24.9,46.3,1,79.7,1,58.2,1,21.7,10.9,15.5,13.3,12.7,5.7,57.5,4.3,1,9.4,6,1,1,1,88.8,1,1
"hsa_miR_346",1,94.3,17.5,28,19.7,12.6,1,104.5,1,140.4,27.5,1,1,1,1,1,3.1,13.8,1,102.4,3.3,50.1,6.8,1,13.2,22.3,1,12.7,11.3,61.5,4.3,1,19.3,6,1,1,1,88.8,1,1
"hsa_miR_383",1,86.2,22.7,114.2,33.6,32.2,16.3,60.5,2.8,1,48.8,1,1,23.3,1,16,7.5,30,1,41.9,26.5,42,17,14.3,51.9,20,1,44.2,9.5,85.6,22,1,5.2,22.5,1,14.1,1,56.5,1,1
"hsa_miR_758",1,118.5,33.1,42.4,23.1,28.3,1,113.3,1.5,108.6,27.5,1,1,9.3,1,9.7,7.5,42.2,1,34.3,9.7,58.2,17,12.5,29.1,17.8,13.3,44.2,9.5,53.5,22,1,1,1.9,1,8.6,1,83.4,1,1
"hsa_miR_539",1,110.4,35.6,31.6,23.1,12.6,1,69.3,10.4,1,59.5,1,1,20.8,1,28.7,20.6,90.9,1,110,3.3,42,11.9,3.3,13.2,10.9,21.3,31.6,18.9,65.5,6.1,7.4,23.5,1,6.8,1,7.4,35,1,7
"hsa_miR_1301",1,62,20.1,56.7,44.1,6.8,5.6,95.7,4.1,108.6,41.7,1,1,20.8,1,8.1,16.2,54.4,1,110,16.2,90.5,6.8,18,8.6,15.5,11.3,25.3,15.1,29.4,22,1,10.8,11.5,1,1,1,67.3,1,1
"hsa_miR_136",1,118.5,30.5,31.6,47.5,28.3,1,113.3,1.5,1,24,1,1,13.1,1,17.6,3.1,50.3,1,155.4,1,86.5,19.6,23.5,51.9,40.6,11.3,47.3,13.2,69.5,20.2,1,10.8,8.7,1,15.4,1,45.8,1,1
"hsa_miR_487b",1,94.3,27.9,31.6,5.7,12.6,8.5,60.5,1,92.7,38.2,1,1,9.3,1,22.4,1,17.8,1,26.7,2,46,14.5,1.5,24.6,22.3,23.4,37.9,1,49.5,13.2,14.9,8,6,1,3.1,1,61.9,1,1
"hsa_miR_623",1,118.5,53.8,38.8,30.1,14.6,2.7,95.7,15.4,1,63.1,1,1,18.2,1,19.2,1,26,2.5,72.1,25.2,90.5,11.9,21.7,24.6,26.9,17.3,44.2,9.5,73.5,25.6,1,8,15.6,1,1,1,88.8,1,1
"hsa_miR_380",1,45.9,20.1,10,26.6,12.6,1,122.1,7.9,108.6,38.2,1,1,13.1,1,11.3,24.9,38.1,4,79.7,2,46,17,10.7,17.7,10.9,3.3,19,3.8,73.5,9.6,1,6.6,3.3,1,1.8,1,83.4,1,1
"hsa_miR_591",1,110.4,9.8,31.6,23.1,26.3,1.7,95.7,7.9,164.3,38.2,1,1,11.9,1,1,9.7,46.3,1,34.3,7.1,29.8,17,10.7,6.4,26.9,1.3,15.9,20.7,89.6,13.2,1,9.4,4.6,1,1,1,72.6,1,1
"hsa_miR_556_3p",1,150.8,30.5,67.5,23.1,14.6,1.7,42.9,1,156.3,16.8,1,1,25.9,1,1,1,58.4,1,64.6,1,46,4.3,7,29.1,17.8,1,3.3,3.8,37.4,20.2,1,1,12.9,1,1,1,78,1,1
"hsa_miR_409_3p",1,45.9,20.1,49.5,47.5,24.4,1,51.7,1,116.6,24,1,1,11.9,1,1,5.3,30,2.5,79.7,11,66.3,1.7,8.8,29.1,38.3,1,28.4,7.6,57.5,7.9,1,1,4.6,1,3.1,1,115.6,1,1
"hsa_miR_1255a",1,70.1,22.7,38.8,19.7,14.6,3.7,139.7,2.8,92.7,38.2,1,1,3,1,8.1,5.3,34.1,4,110,1,46,24.7,14.3,22.3,1,15.3,47.3,5.7,41.5,11.4,1,8,10.1,1,1.8,1,51.2,1,1
"hsa_miR_107",1,86.2,14.9,42.4,23.1,12.6,1,95.7,2.8,1,34.6,1,1,1,15.4,1,5.3,26,7,94.8,13.6,37.9,1,5.2,22.3,8.7,7.3,31.6,7.6,49.5,2.5,1,13.6,7.4,1,5.9,1,67.3,2.4,1
"hsa_miR_548l",1,142.7,25.3,38.8,23.1,12.6,1,25.3,1.5,132.5,34.6,1,1,5.5,1,1,1,21.9,5.5,163,1,33.9,14.5,5.2,20,10.9,5.3,22.2,13.2,61.5,1,1,8,7.4,1,1,1,83.4,1,1
"hsa_miR_193b",1,45.9,30.5,2.9,12.7,8.7,18.3,16.5,5.3,76.8,13.3,4,1,13.1,1,1,44.6,38.1,4,49.4,1,25.8,11.9,5.2,10.9,1,31.4,1,1,41.5,30.9,1,6.6,1.9,1,30.4,13.7,40.4,1,14.3
"hsa_miR_324_3p",1,37.8,27.9,31.6,40.6,10.7,4.7,95.7,2.8,156.3,56,1,1,17,1,1,9.7,21.9,2.5,49.4,8.4,46,1.7,8.8,1,8.7,1,19,22.6,41.5,7.9,1,9.4,1.9,1,1,1,45.8,1,1
"hsa_miR_324_5p",1,21.7,4.6,10,23.1,10.7,1,69.3,2.8,44.9,38.2,1,1,10.6,3.2,6.6,9.7,26,1,87.3,13.6,70.3,11.9,14.3,8.6,10.9,1.3,6.4,1,41.5,9.6,4.6,5.2,1.9,1,1,1.7,35,1,1
"hsa_miR_2053",1,118.5,25.3,42.4,40.6,14.6,1,34.1,1.5,140.4,63.1,1,1,5.5,1,19.2,3.1,54.4,1,102.4,1,50.1,11.9,10.7,31.4,1,7.3,44.2,7.6,53.5,29.1,1,1,1,1,7.2,1,88.8,1,1
"hsa_miR_630",4.8,70.1,9.8,17.2,33.6,1,17.3,1,29.3,84.7,31.1,1,1,10.6,1,27.1,1,9.7,8.5,41.9,1,183.6,11.9,3.3,17.7,22.3,5.3,9.6,52.7,89.6,1,8.3,1,1,1,1,1,13.5,1,1
"hsa_miR_423_3p",16.4,21.7,38.2,6.4,30.1,6.8,31.9,7.7,11.6,1,38.2,1.6,12.3,18.2,8.8,11.3,9.7,13.8,7,11.6,8.4,21.8,14.5,1,24.6,17.8,11.3,9.6,1,37.4,18.5,10.2,20.7,4.6,9.9,8.6,11.8,2.8,1,6.1
"hsa_miR_1287",1,70.1,35.6,24.4,9.2,18.5,2.7,95.7,4.1,124.5,20.4,1,1,11.9,1,1,5.3,42.2,1,72.1,1,82.4,14.5,18,6.4,15.5,11.3,22.2,1,29.4,13.2,1,1,4.6,1,7.2,1,61.9,1,1
"hsa_miR_513a_3p",1,126.6,35.6,31.6,37.1,1,6.6,25.3,5.3,116.6,16.8,1,1,11.9,1,6.6,7.5,30,8.5,110,4.6,29.8,6.8,1,10.9,20,11.3,44.2,1,57.5,20.2,1,6.6,3.3,1,3.1,1,78,1,1
"hsa_miR_361_5p",4.4,13.6,1,2.9,5.7,1,3.7,25.3,1.5,76.8,9.7,5.7,4.7,6.8,1,11.3,9.7,1,1,64.6,1,21.8,9.4,1,17.7,4.1,11.3,1,15.1,21.4,1,3.7,16.4,19.7,12.4,18.2,4.8,24.3,1,1
"hsa_miR_892b",1,53.9,25.3,24.4,16.2,10.7,1,95.7,7.9,116.6,27.5,1,1,1,1,1,18.4,5.7,1,132.7,4.6,33.9,6.8,7,15.5,10.9,3.3,15.9,18.9,41.5,6.1,1,3.8,3.3,1,1,1,61.9,1,1
"hsa_miR_203",1,110.4,43.4,53.1,26.6,16.5,1,122.1,5.3,1,34.6,1,1,6.8,1,3.4,24.9,34.1,1,147.8,1,54.1,4.3,21.7,17.7,31.4,9.3,19,26.4,73.5,9.6,1,10.8,1.9,1,1.8,1,94.1,1,1
"hsa_miR_525_5p",1,94.3,17.5,17.2,9.2,8.7,6.6,51.7,1,188.2,24,1,1,4.2,1,1,7.5,30,1,110,3.3,33.9,17,12.5,8.6,1,1,37.9,11.3,29.4,9.6,1,1,1,1,1,1,72.6,1,1
"hsa_miR_635",1,37.8,35.6,60.3,16.2,24.4,1,60.5,1,92.7,59.5,1,1,18.2,1,1.8,22.7,46.3,1,72.1,1,50.1,32.3,1.5,20,29.2,13.3,34.7,1,57.5,9.6,1,3.8,3.3,1,1,1,83.4,1,1
"hsa_miR_645",1,78.2,33.1,38.8,16.2,42,5.6,16.5,1,116.6,31.1,1,1,17,1,8.1,1,17.8,1,87.3,14.9,62.2,24.7,12.5,31.4,1,15.3,15.9,9.5,65.5,23.8,1,6.6,6,1,1,1,56.5,1,1
"hsa_miR_384",1,118.5,14.9,31.6,12.7,10.7,1,122.1,1,140.4,56,1,1,9.3,1,1,18.4,42.2,1,34.3,5.9,46,4.3,14.3,24.6,1,1,9.6,18.9,37.4,1,1,1,1,1,1,1,61.9,1,1
"hsa_miR_518e",1,62,2,35.2,33.6,2.8,1,78.1,1.5,172.2,31.1,1,1,14.4,1,1,3.1,5.7,1,79.7,1,70.3,19.6,12.5,22.3,10.9,1,22.2,2,65.5,23.8,1,1,1,1,1,1,61.9,1,1
"hsa_miR_425",1,126.6,20.1,63.9,23.1,18.5,1,34.1,1,84.7,48.8,1,1,1,1,5,33.7,30,11.6,41.9,11,54.1,1.7,5.2,8.6,1,9.3,22.2,1,49.5,16.7,3.7,5.2,6,1,3.1,1,83.4,1,1
"hsa_miR_625",1,102.4,14.9,20.8,12.7,24.4,1.7,42.9,5.3,100.6,70.2,1,1,22.1,1,6.6,9.7,38.1,1,72.1,2,62.2,17,1.5,22.3,22.3,15.3,15.9,2,29.4,11.4,1,12.2,1.9,1,14.1,1,61.9,1,1
"hsa_miR_548d_3p",1,78.2,17.5,20.8,9.2,10.7,1,104.5,1,124.5,24,1,1,4.2,1,1.8,16.2,21.9,1,19.1,8.4,54.1,1.7,1.5,29.1,24.6,7.3,28.4,3.8,69.5,2.5,1,8,8.7,1,1,1,40.4,1,1
"hsa_miR_601",1,126.6,33.1,56.7,19.7,10.7,1,86.9,10.4,1,52.4,1,1,11.9,1,11.3,9.7,58.4,8.5,64.6,12.3,82.4,9.4,18,36,1,3.3,47.3,11.3,57.5,20.2,1,20.7,14.2,1,7.2,1,99.5,1,1
"hsa_miR_580",1,142.7,38.2,35.2,44.1,14.6,1,60.5,6.6,1,38.2,1,1,27.2,1,12.9,9.7,42.2,1,94.8,21.4,86.5,29.8,12.5,38.3,13.2,13.3,44.2,1,45.5,13.2,1,2.4,1,1,1.8,1,78,1,1
"hsa_miR_146b_3p",1,45.9,12.4,20.8,5.7,22.4,1,95.7,1,100.6,27.5,1,1,8.1,1,1,1,21.9,1,79.7,1,50.1,11.9,16.2,20,15.5,5.3,15.9,20.7,37.4,6.1,1,1,6,1,1,1,83.4,1,1
"hsa_miR_1911",1,62,20.1,35.2,26.6,4.8,2.7,95.7,36.9,1,27.5,1,1,5.5,1,1.8,7.5,13.8,1,72.1,57.5,33.9,4.3,119,4.1,1,1,22.2,1,33.4,1,1,8,4.6,1,1,1,56.5,3.3,1
"hsa_miR_200a",1,86.2,9.8,35.2,23.1,14.6,1,16.5,2.8,116.6,41.7,1,13.6,8.1,1,1,5.3,13.8,2.5,94.8,1,42,6.8,3.3,22.3,1,3.3,6.4,3.8,25.4,9.6,1,5.2,1.9,1,1,36,24.3,1,1
"hsa_miR_648",1,118.5,22.7,31.6,23.1,14.6,1,139.7,1,60.9,41.7,1,1,10.6,1,16,16.2,26,1,72.1,5.9,66.3,11.9,7,20,10.9,7.3,34.7,1,33.4,6.1,2.8,1,15.6,1,1,1,40.4,1,1
"hsa_miR_148a",1,21.7,12.4,20.8,2.2,6.8,12.4,1,2.8,1,20.4,3.2,6.7,1,1,8.1,1,9.7,1,4,5.9,13.7,29.8,1,10.9,1.8,19.3,1,1,13.4,1,8.3,9.4,1,8.7,8.6,207.1,13.5,1,1
"hsa_miR_938",1,94.3,53.8,20.8,9.2,18.5,1,78.1,1,108.6,45.3,1,1,1,1,1,1,58.4,10,102.4,4.6,42,19.6,1,1.8,10.9,19.3,53.6,2,41.5,6.1,1,8,6,1,1,1,78,1,1
"hsa_miR_369_5p",1,29.7,22.7,31.6,26.6,6.8,1.7,69.3,15.4,92.7,66.6,1,1,20.8,1,5,9.7,9.7,1,87.3,2,46,11.9,8.8,22.3,17.8,7.3,25.3,18.9,41.5,7.9,1,1,8.7,1,1,1,56.5,1,1
"hsa_miR_562",1,86.2,17.5,28,16.2,18.5,1,69.3,5.3,116.6,27.5,1,1,6.8,1,8.1,3.1,54.4,5.5,110,1,33.9,6.8,7,22.3,1,1,25.3,1,69.5,25.6,1,5.2,3.3,1,11.3,1,72.6,1,1
"hsa_miR_636",1,70.1,4.6,42.4,37.1,10.7,1,51.7,1,172.2,24,1,1,6.8,1,5,11.8,21.9,1,72.1,7.1,33.9,1,5.2,13.2,4.1,1,9.6,3.8,29.4,14.9,1,1,1,1,5.9,1,35,1,1
"hsa_miR_570",1,78.2,17.5,31.6,16.2,12.6,1,104.5,1,108.6,63.1,1,1,5.5,1,12.9,9.7,17.8,1,79.7,11,54.1,6.8,18,15.5,6.4,7.3,15.9,7.6,53.5,6.1,1,1,1.9,1,1,1,45.8,1,1
"ebv_miR_BART2_3p",1,37.8,17.5,60.3,23.1,24.4,3.7,34.1,7.9,188.2,20.4,1,1,14.4,1,5,3.1,34.1,1,19.1,13.6,17.7,6.8,5.2,24.6,6.4,1,19,1,29.4,20.2,1,1,1,1,1,1,45.8,1,1
"hsa_miR_363",48.1,62,17.5,2.9,9.2,8.7,5.6,34.1,2.8,37,20.4,3.6,1,1.7,17.8,3.4,1,21.9,1,26.7,1,29.8,1.7,1,6.4,15.5,1,6.4,7.6,37.4,1,1,1,4.6,9.9,1,1,8.2,1,1
"hsa_miR_29c",1,110.4,2,42.4,9.2,44,1,60.5,5.3,124.5,24,1,1.2,19.5,1,5,3.1,26,2.5,34.3,1,33.9,4.3,1,20,4.1,1,1,11.3,53.5,4.3,1,22.1,1,1,1,1,51.2,1,2.4
"hsa_miR_876_3p",1,110.4,12.4,10,19.7,10.7,1,34.1,2.8,132.5,38.2,1,1,5.5,1,8.1,5.3,42.2,1,110,14.9,21.8,1,8.8,24.6,4.1,3.3,1,3.8,29.4,23.8,1,5.2,4.6,1,1.8,1,67.3,1,1
"hsa_miR_29b",1,53.9,12.4,24.4,5.7,2.8,1,130.9,1,124.5,20.4,1,1,1,1,1,5.3,13.8,4,49.4,1,50.1,1,14.3,22.3,26.9,9.3,34.7,5.7,37.4,6.1,1,10.8,1,1,1,1,45.8,1,1
"hsa_miR_429",1,70.1,7.2,20.8,26.6,12.6,1,60.5,7.9,100.6,13.3,1,1,4.2,1,11.3,20.6,42.2,1,110,11,29.8,14.5,1,22.3,10.9,1,34.7,22.6,41.5,16.7,1,3.8,8.7,1,1,1,45.8,1,1
"hsa_miR_452",1,94.3,35.6,60.3,44.1,18.5,2.7,86.9,4.1,1,56,1,1,11.9,1,1,16.2,62.5,8.5,140.2,7.1,58.2,11.9,10.7,13.2,4.1,5.3,22.2,20.7,77.5,11.4,1,3.8,7.4,1,1.8,1,61.9,1,1.5
"hsa_miR_581",1,78.2,40.8,28,19.7,24.4,8.5,113.3,10.4,1,41.7,1,1,8.1,1,1,7.5,9.7,1,49.4,17.5,62.2,17,10.7,42.8,31.4,11.3,31.6,9.5,53.5,25.6,1.8,13.6,11.5,1,7.2,1,94.1,1,1
"hsa_miR_1915",1,142.7,22.7,10,16.2,16.5,1,148.5,1,1,41.7,1,1,8.1,1,6.6,18.4,34.1,16.1,102.4,5.9,58.2,9.4,1.5,61,22.3,1.3,12.7,2,49.5,22,8.3,2.4,3.3,1,8.6,1,45.8,1,1
"hiv1_miR_H1",1,118.5,12.4,2.9,26.6,24.4,1,95.7,15.4,60.9,41.7,1,1,23.3,1,9.7,7.5,34.1,1,64.6,1,33.9,11.9,7,1.8,26.9,5.3,6.4,5.7,57.5,6.1,1,5.2,10.1,1,1,1,51.2,1,1
"hsa_miR_449a",1,70.1,22.7,28,5.7,8.7,2.7,86.9,1,76.8,38.2,1,79.7,1,1,1.8,11.8,17.8,1,72.1,4.6,25.8,1.7,1,4.1,6.4,1,15.9,1,29.4,6.1,1,9.4,1,1,1,1,24.3,1,1
"hsa_miR_551b",1,150.8,14.9,42.4,12.7,24.4,1,122.1,1,100.6,27.5,1,1,4.2,1,1,16.2,30,1,87.3,1,13.7,27.2,1,6.4,29.2,7.3,28.4,2,37.4,4.3,1,10.8,1,1,1,1,45.8,1,1
"hcmv_miR_UL22A",1,45.9,17.5,53.1,16.2,16.5,1,51.7,1,108.6,34.6,1,1,5.5,1,1.8,1,1,1,94.8,1,42,4.3,5.2,1,24.6,11.3,22.2,15.1,73.5,9.6,1,5.2,1,1,1,1,99.5,1,1
"hsa_miR_326",1,78.2,17.5,38.8,40.6,18.5,1,86.9,1.5,116.6,31.1,1,1,5.5,1,1,11.8,21.9,1,57,1,21.8,6.8,1,8.6,15.5,1,19,18.9,41.5,11.4,1,3.8,7.4,1,1,1,51.2,1,1.5
"hsa_miR_572",1,70.1,35.6,13.6,16.2,16.5,1,42.9,11.6,124.5,16.8,1,1,9.3,1,5,3.1,38.1,1,64.6,4.6,21.8,6.8,12.5,22.3,13.2,1.3,34.7,11.3,69.5,9.6,1,1,7.4,1,4.5,1,61.9,1,1
"hsa_miR_1271",1,78.2,14.9,13.6,12.7,34.2,1.7,34.1,1,148.4,31.1,1,1,5.5,1,1.8,1,1.6,1,49.4,12.3,42,11.9,1.5,22.3,22.3,1,15.9,7.6,53.5,7.9,1,5.2,1,1,1,1,56.5,1,1
"hsa_miR_889",1,110.4,17.5,13.6,16.2,18.5,1,60.5,1.5,148.4,24,1,1,4.2,1,3.4,11.8,30,2.5,64.6,3.3,29.8,11.9,1,6.4,1,3.3,19,11.3,53.5,4.3,1,6.6,1.9,1,3.1,1,56.5,1,1
"hsa_miR_483_5p",1,86.2,20.1,17.2,30.1,12.6,5.6,34.1,1,76.8,41.7,1,1,1,1,1,14,26,1,79.7,1,78.4,4.3,14.3,8.6,10.9,9.3,31.6,5.7,61.5,9.6,1,1,6,1,1,1,45.8,1,1
"hsa_miR_330_5p",1,70.1,4.6,49.5,26.6,10.7,1,60.5,1.5,76.8,45.3,1,1,1.7,1,1,14,26,2.5,110,3.3,25.8,1.7,1.5,20,1,7.3,22.2,3.8,33.4,11.4,1,1,3.3,1,4.5,1,88.8,1,1
"hsa_miR_193a_5p",1,37.8,17.5,42.4,30.1,44,1,51.7,6.6,1,52.4,9.8,21.2,42.5,1,3.4,16.2,21.9,1,4,1,17.7,9.4,47.4,13.2,33.7,9.3,22.2,15.1,13.4,4.3,7.4,16.4,21.1,1.2,1,1,24.3,1,1.5
"hsa_miR_30c",1,78.2,20.1,35.2,12.7,20.5,5.6,78.1,1,1,48.8,1,1,10.6,1,6.6,18.4,30,1,125.1,11,58.2,1,1,8.6,4.1,1,19,1,69.5,7.9,1,15,1,1,14.1,6.1,18.9,1,1
"hsa_miR_129_5p",1,45.9,2,85.5,1,12.6,1,34.1,1,1,13.3,1,1,1,1,1,1,13.8,1,34.3,34.3,37.9,6.8,54.7,1,4.1,1,6.4,3.8,41.5,11.4,1,3.8,6,1,1,1,8.2,22.1,1
"hsa_miR_377",1,78.2,12.4,6.4,19.7,10.7,1,51.7,1,100.6,20.4,1,1,8.1,1,9.7,1,13.8,1,49.4,13.6,25.8,19.6,8.8,24.6,4.1,3.3,15.9,1,49.5,13.2,1,8,4.6,1,7.2,1,45.8,1,1
"hsa_miR_370",1,102.4,35.6,56.7,23.1,14.6,18.3,34.1,5.3,1,34.6,1,1,13.1,1,17.6,9.7,42.2,1,87.3,7.1,74.3,19.6,12.5,40.5,13.2,9.3,34.7,11.3,69.5,16.7,1.8,10.8,4.6,1,5.9,1,110.3,1,1
"hsa_miR_340",1,102.4,27.9,28,19.7,10.7,12.4,60.5,1.5,1,56,1,1,11.9,1,8.1,9.7,21.9,1,72.1,17.5,37.9,9.4,5.2,8.6,1,21.3,37.9,3.8,33.4,11.4,1,19.3,1,1,5.9,1,35,1,2.4
"hsa_miR_219_2_3p",92.6,53.9,4.6,13.6,1,26.3,1,51.7,1,1,16.8,1,1,1,67.7,1,7.5,5.7,1,34.3,1,17.7,4.3,1,1,1,1,3.3,2,21.4,2.5,1,36.1,25.2,1,3.1,1,29.7,1,1
"hsa_miR_598",1,53.9,12.4,28,12.7,14.6,1,86.9,1,100.6,34.6,1,1,9.3,1,17.6,1,21.9,1,87.3,5.9,50.1,1,7,15.5,15.5,7.3,28.4,3.8,45.5,11.4,1,1,3.3,1,3.1,1,51.2,1,1
"hsa_miR_1182",1,62,22.7,28,1,16.5,3.7,51.7,1,164.3,31.1,1,1,5.5,1,1.8,1,21.9,1,94.8,2,21.8,27.2,1,1.8,1.8,1,22.2,3.8,57.5,13.2,1,3.8,1,1,1,1,51.2,1,1
"hsa_miR_299_5p",1,53.9,30.5,17.2,33.6,18.5,1,51.7,1,84.7,20.4,1,1,3,1,11.3,1,30,1,34.3,1,17.7,9.4,1,20,10.9,11.3,15.9,5.7,61.5,1,7.4,3.8,12.9,1,18.2,1,29.7,1,1
"hsa_miR_632",1,94.3,12.4,74.7,26.6,32.2,1,60.5,1,1,63.1,1,1,10.6,1,1,14,42.2,11.6,72.1,8.4,58.2,1.7,1,15.5,17.8,9.3,34.7,22.6,69.5,7.9,1,13.6,3.3,1,11.3,1,78,1,1
